<-- Copyright Notice: (c) 2021 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",320079,8,5,"La Jungles","7","g",56.50,13,1.45.72,0.41.07,19.90," ","Stephen Beatson","Marton",140.90,0.00,200.00,"Diego Montes de Oca",55.50,1.00,58,0,0,"Approved Plates, Hoof Pads (Front), Lugging Bit, Bandages (1st time)",209170,"TANDARRA CROWN (NZ) 1999",228110,"JUST JINGLES (NZ) 2002",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",379560,9,7,"Liffey","3","f",56.00,1,1.42.44,0.38.25,," 3/4 LEN","James Sweetensen","Levin",15.20,4.30,5400.00,"Charlotte O'Beirne",54.00,2.00,61,0,0,"Approved Plates, Lugging Bit, Tongue Tie",313448,"NIAGARA (AUS) 2008",306855,"STEELKHAP (NZ) 2012",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",371191,10,13,"Platinum Petals","3","f",56.00,3,1.42.61,0.38.40,1.00," NOSE","Lisa Latta","Awapuni",5.60,2.50,700.00,"Kate Hercock",56.00,0.00,61,0,0,"Approved Plates, Lugging Bit, Tongue Tie",345678,"DEEP FIELD (AUS) 2010",287969,"SNOW PETAL (AUS) 2010",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",338072,11,8,"Cast In Bronze","6","m",55.50,5,1.42.96,0.38.57,3.40," ","Gary Vile","Awapuni",47.90,0.00,200.00,"Madan Singh",55.50,0.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",250272,"CASTLEDALE (IRE) 2001",266591,"FOREST BRONZE (AUS) 1994",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",330318,12,6,"Relda","6","m",55.50,12,1.43.85,0.39.22,8.60," ","Sylvia Kay","Levin",11.50,0.00,200.00,"Ashvin Mudhoo",52.50,3.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",238720,"EKRAAR (USA) 1997",201402,"RADIO ROCKET (NZ) 1998",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",334788,13,11,"Great North Road","6","m",55.00,11,1.43.46,0.39.15,6.30," ","Andrew Parkes","Wanganui",34.80,0.00,200.00,"Joe Kamaruddin",52.00,3.00,59,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",257403,"HE'S REMARKABLE (NZ) 2007",259140,"RODEO QUEEN (NZ) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",211357,10,,Flat,1600,"Rating 65 Benchmark*","NGA TAWA DIOCESAN SCHOOL 1600",10000.00,15:25:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",346311,14,12,"Wine n' Dine","5","m",54.50,4,1.42.62,0.38.25,1.10," 2 1/4 LEN","John Wheeler","New Plymouth",21.10,0.00,400.00,"Mereana Hudson",54.50,0.00,58,0,0,"Approved Plates, Standard Bit, Nose Band",261934,"NADEEM (AUS) 2003",236733,"IMA LADY (NZ) 2003",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",346462,1,12,"Horopito","5","g",60.00,2,1.43.28,0.37.28,2.50," 1/2 NECK","David & Emma Haworth","Foxton",6.50,2.40,1500.00,"Sam O'Malley",58.50,1.50,65,0,0,"Approved Plates, Lugging Bit, Cheek Burrs (1st time)",268744,"BURGUNDY (NZ) 2008",268410,"WAIMIHA (NZ) 2008",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",368689,3,1,"Mogador","3","g",59.00,10,1.44.32,0.38.90,8.60," ","Fraser Auret","Marton",4.80,0.00,200.00,"Madan Singh",59.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers, Pacifiers",337555,"PROISIR (AUS) 2009",259555,"ESSAOUIRA (NZ) 2007",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",377372,4,8,"Flying Zack","3","g",58.50,12,1.44.50,0.38.72,9.90," ","Nigel & Hamish Auret","Wanganui",5.30,0.00,200.00,"Sarah Macnab",58.50,0.00,62,0,0,"Approved Plates, Standard Bit, Pacifiers (1st time)",300223,"ZACINTO (GB) 2006",294839,"THAT'S MY PUSSYCAT (NZ) 2011",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",356255,5,7,"Red Rufus","4","g",58.50,8,1.44.18,0.38.74,7.90," ","Peter Didham","Awapuni",5.40,0.00,200.00,"Jonathan Riddell",58.50,0.00,62,0,0,"Approved Plates, Lugging Bit, Blinkers",244847,"FASTNET ROCK (AUS) 2001",269775,"ABEAUTIFULRED (NZ) 2008",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",330728,6,13,"Akela Belle","6","m",57.00,9,1.44.24,0.37.70,8.10," ","Lisa Latta","Awapuni",18.80,0.00,200.00,"Ashvin Goindasamy",56.00,1.00,63,0,0,"Approved Plates, Lugging Bit, Blinkers",278104,"MASTERCRAFTSMAN (IRE) 2006",199444,"AKELA (NZ) 1997",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",396319,7,5,"Erna","5","m",57.00,5,1.43.59,0.38.19,4.20," ","Anne Harvey","Otaki",11.50,0.00,200.00,"Hazel Schofer",56.50,0.50,63,0,0,"Approved Plates, Lugging Bit",304111,"SWEET ORANGE (USA) 2007",254215,"MODEL TO NITE (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",362173,8,4,"Ostasio","4","g",57.00,14,1.47.53,0.41.73,28.20," ","Mark Brooks","Cambridge",25.10,0.00,200.00,"Ryan Elliot",57.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Blinkers, Boots",238456,"SAVABEEL (AUS) 2001",230019,"PIERIAN (NZ) 2002",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",350747,9,10,"Behind Blue Eyes","5","m",56.50,7,1.44.07,0.38.67,7.10," ","Bill Thurlow","Waverley",18.10,0.00,200.00,"Temyia Taiaroa",54.50,2.00,62,0,0,"Approved Plates, Lugging Bit",313448,"NIAGARA (AUS) 2008",240952,"PRECIOUS MAREE (NZ) 2004",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",351716,10,14,"Mi Gracie","5","m",56.00,4,1.43.50,0.37.58,3.70," 1/2 LEN","Rochelle Lockett","Wanganui",35.60,0.00,400.00,"Faye Lazet",52.00,4.00,61,0,0,"Approved Plates, Lugging Bit, Side Winkers",255989,"IFFRAAJ (GB) 2001",254532,"MI PAYDAY (NZ) 2006",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",351644,11,9,"Fattore Otto (AUS)","5","g",56.00,3,1.43.33,0.37.87,2.70," 1 LEN","Gary Vile","Awapuni",16.20,4.60,700.00,"Mereana Hudson",56.00,0.00,57,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",337149,"THE FACTOR (USA) 2008",287590,"SICILIA (AUS) 2002",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",342895,12,3,"The Big Boss","5","m",55.50,11,1.44.40,0.38.28,9.10," ","John Wheeler","New Plymouth",68.50,0.00,200.00,"Diego Montes de Oca",54.50,1.00,60,0,0,"Approved Plates, Lugging Bit, Blinkers",255627,"GALLANT GURU (AUS) 2002",246777,"INFERNO (NZ) 2005",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",361965,13,2,"Lucky Park","4","m",55.00,6,1.44.04,0.38.36,7.00," ","Gavin Sharrock","Stratford",12.40,0.00,200.00,"Danielle Hirini",55.00,0.00,59,0,0,"Approved Plates, Lugging Bit, Blinkers",265282,"OCEAN PARK (NZ) 2008",296695,"SHEZENTHUSIASTIC (NZ) 2011",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",318059,14,6,"Gobuyit","7","g",55.00,1,1.42.90,0.37.49,," 2 1/2 LEN","Jeff Bliss","Stratford",38.50,7.80,5400.00,"Jasmine Fawcett",55.00,0.00,55,0,0,"Approved Plates, Lugging Bit, Blinkers on",248728,"FULLY FLEDGED (NZ) 2005",248868,"ZIGGYINTHEMIDDLE (NZ) 2005",
49739,2021-05-13,4,"Wanganui","Industry","Race","Wanganui JC","WANGANUI RC 13 MAY","Slow",9,"Cloudy","Out 4m | 4mm Rain Last 24hrs | No Rain Overnight",212107,11,,Flat,1600,"Rating 65 Benchmark*","WANGANUI FUNCTION CENTRE 1600",10000.00,16:04:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",9,"Cloudy",321646,15,11,"Bella Nero","7","m",54.00,13,1.44.56,0.38.44,10.20," ","Suzy Gordon","Foxton",75.20,0.00,200.00,"Ashvin Mudhoo",51.00,3.00,55,0,0,"Approved Plates, Lugging Bit, Blinkers",193564,"PENTIRE (GB) 1992",227901,"KRUGER VALLEY (NZ) 2002",
