<-- Copyright Notice: (c) 2020 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",309686,16,10,"Medini","8","m",55.50,13,3.46.87,0.45.55,53.20," ","Team Rogerson","Tuhikaramea",45.80,0.00,300.00,"Rahul Beemud",51.50,4.00,55,54,50,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie (1st time)",244799,"DUELLED (AUS) 2002",247838,"MAYA (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208037,9,,Flat,3210,"OPN HCP","NZB AIRFREIGHT CONSOLATION",15000.00,16:41:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",340974,17,7,"Charred","5","g",57.00,3,3.41.17,0.43.47,19.80," 1/2 LEN","Paul Mirabelli","Cambridge",10.50,3.10,1050.00,"Chris Dell",57.00,0.00,54,50,0,"Approved Plates, Lugging Bit, Blinkers, Bandages",242513,"GUILLOTINE (NZ) 2004",261780,"DANCING EMBERS (NZ) 2007",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",325953,1,14,"Mauna Kea","7","g",62.00,12,2.01.81,0.41.34,16.40," ","Paul Moseley","Hawera",23.70,0.00,650.00,"Johnathan Parkes",62.00,0.00,92,0,0,"Approved Plates, Lugging Bit, Blinkers",280637,"PER INCANTO (USA) 2004",246266,"CITY CLASS ROSE (NZ) 2005",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",314977,2,1,"Gorbachev","7","g",61.50,3,1.59.07,0.38.85,0.30," SHORT HEAD","Bryce Newman","Bulls",21.80,6.00,2275.00,"Sam O'Malley",58.50,3.00,91,0,0,"Approved Plates, Lugging Bit, Blinkers",236729,"GORKY PARK (NZ) 2003",261922,"GIMMEAWINK (AUS) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",338216,3,11,"Charlie Horse","7","g",61.00,11,2.01.04,0.40.90,11.90," ","Stacey Dougan","Opaki",8.60,0.00,650.00,"Leah Hemi",61.00,0.00,90,0,0,"Approved Plates, Lugging Bit, Side Winkers, Bandages",300223,"ZACINTO (GB) 2006",190443,"BLACK ANNA (NZ) 1996",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",306013,4,5,"William Wallace","8","g",58.00,4,1.59.09,0.38.34,0.40," 1 LEN","Adrian Bull","Hunterville",9.70,0.00,1300.00,"Rosie Myers",58.00,0.00,84,0,0,"Approved Plates, Lugging Bit, Blinkers",230462,"DARCI BRAHMA (NZ) 2002",234415,"HULUAVA (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",329890,5,3,"Collinstreet","6","g",57.00,8,2.00.42,0.39.90,8.40," ","Allan Sharrock","New Plymouth",4.10,0.00,650.00,"Hazel Schofer",54.50,2.50,82,0,0,"Approved Plates, Lugging Bit, Blinkers, Barrier Blanket",244648,"BACHELOR DUKE (USA) 2001",234658,"BLACK GRACE (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",339990,6,10,"Imelda Mary","5","m",56.50,9,2.00.80,0.39.90,10.40," ","Wayne Hillis","Matamata",13.20,0.00,650.00,"Tegan Newman",53.50,3.00,85,0,0,"Approved Plates, Lugging Bit, Blinkers",273123,"FERLAX (NZ) 2009",326135,"ELEESHA (AUS) 2010",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",297148,8,6,"Athena Baby","9","g",56.00,2,1.59.02,0.38.54,0.10," 1/2 NECK","John Bell","Cambridge",29.00,7.40,4875.00,"Trudy Thornton",56.00,0.00,80,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",285139,"SWISS ACE (AUS) 2004",263094,"MISCELLANEA (AUS) 1997",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",318716,10,8,"Pursued","7","g",54.50,5,1.59.24,0.39.30,1.40," ","Paul Gordon","Te Aroha",18.20,0.00,650.00,"Temyia Taiaroa",51.50,3.00,77,0,0,"Approved Plates, Lugging Bit, Blinkers, Ear Covers",242513,"GUILLOTINE (NZ) 2004",237380,"COURTING (NZ) 2003",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",350247,12,2,"Platinum Rapper","5","m",54.00,13,2.03.36,0.42.55,25.70," ","Lisa Latta","Awapuni",23.00,0.00,650.00,"Darryl Bradley",54.00,0.00,79,0,0,"Approved Plates, Lugging Bit, Shadow Roll, Tongue Tie",287689,"MAKFI (GB) 2007",252406,"WEDNESDAY ROCKS (NZ) 2006",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",396708,13,13,"Vadavar (FR)","6","h",54.00,10,2.01.01,0.40.47,11.70," ","Lauren Brennan","Cambridge",6.20,0.00,650.00,"Chelsea Burdan",52.00,2.00,76,0,0,"Approved Plates, Lugging Bit, Tongue Tie",213162,"REDOUTE'S CHOICE (AUS) 1996",396709,"VADAPOLINA (FR) 2004",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",348581,14,9,"Mont Ventoux","5","g",54.00,1,1.59.01,0.38.04,," NOSE","Rudy Liefting","Pukekohe Park",25.40,6.30,17550.00,"Sarah Macnab",53.00,1.00,73,0,0,"Approved Plates, Lugging Bit, Blinkers, Tongue Tie",241392,"NOM DU JEU (NZ) 2004",224232,"GOOD REASON (NZ) 2001",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",286387,15,7,"Nitro Ted","10","g",54.00,6,1.59.59,0.38.66,3.40," ","Paul Pascoe","Hawera",38.20,0.00,650.00,"Mereana Hudson",51.00,3.00,72,0,0,"Approved Plates, Lugging Bit",189118,"CITI HABIT (NZ) 1996",222510,"TIANA (NZ) 2001",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",349855,16,12,"Penelope Cruise","5","m",54.00,7,2.00.00,0.39.30,5.90," ","Allan Sharrock","New Plymouth",6.90,0.00,650.00,"Kozzi Asano",53.00,1.00,71,0,0,"Approved Plates, Lugging Bit, Blinkers",265282,"OCEAN PARK (NZ) 2008",243816,"FLORIDITA (AUS) 2004",
49560,2020-09-26,4,"New Plymouth Raceway","Feature","Race","Taranaki RI","TARANAKI RI 26 SEP","Heavy",10,"Overcast","Out 3m | No Rain Overnight | Heavy Dew",208038,10,,Flat,1800,"OPN HCP","	TWILIGHT FRIDAY RACES 23 OCTOBER & 20 NOVEMBER",32500.00,17:18:00,"N",,"Unrestricted","Open","unrestricted","hcp","Heavy",10,"Overcast",380572,17,4,"Beckidboo","6","m",54.00,14,2.03.74,0.43.07,27.70," ","Allan Sharrock","New Plymouth",17.60,0.00,650.00,"Ashvin Mudhoo",50.00,4.00,70,0,0,"Approved Plates, Lugging Bit, Blinkers, Cheek Burrs",238720,"EKRAAR (USA) 1997",248616,"YESHI SHINKO (NZ) 2005",
