<-- Copyright Notice: (c) 2019 New Zealand Thoroughbred Racing. -->

MeetingID,Date,JetBet,Track,DayType,MeetingType,Club,MeetingName,TrackCondition,TrackConditionScale,TrackWeather,Rail,RaceID,RaceNumber,RaceGroup,RaceType,Distance,RaceClass,RaceName,Stake,Time,NoAllowances,MinWeight,ClassAge,Class,ClassGender,ClassWeight,RaceTrackCondition,RaceTrackConditionScale,RaceWeather,HorseID,ToteNumber,Barrier,HorseName,Age,Gender,Weight,Finishingposition,Actualtime,Last600mTime,Decimalmargin,Traditionalmargin,Trainer,TrainerLocation,StartingPriceWin,StartingPricePlace,Stake,JockeyName,CarriedWeight,WeightDifference,DomesticRating,HurdlesRating,SteeplesRating,GearWorn,SireID,Sire,DamID,Dam
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",359620,9,11,"Ever So Clever","3","f",57.00,6,1.41.03,0.36.71,3.10," ","Peter & Dawn Williams","Byerley Park",5.30,0.00,0.00,"Michael Coleman",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Shadow Roll",301937,"REDWOOD (GB) 2006",234302,"CHEROKEE ROSE (NZ) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",334196,10,14,"Newmarket","4","m",57.00,9,1.41.47,0.37.47,5.80," ","Roger James & Robert Wellwood","Cambridge",23.70,0.00,0.00,"Vinnie Colgan",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit",313564,"RELIABLE MAN (GB) 2008",200568,"SAHAYB (NZ) 1998",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",347675,11,6,"Red Beach","3","f",57.00,1,1.40.51,0.36.77,," 1 3/4 LEN","Murray Baker & Andrew Forsman","Cambridge",4.60,2.20,6250.00,"Donavan Mansour",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit",230462,"DARCI BRAHMA (NZ) 2002",286259,"RED MAGNOLIA (NZ) 2010",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",350073,12,16,"Thee Old Cougar","4","m",57.00,11,1.41.61,0.37.47,6.70," ","Stephen Marsh","Cambridge",27.90,0.00,0.00,"Craig Grylls",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Side Winkers",287683,"RIP VAN WINKLE (IRE) 2006",245700,"THEE OLD SHEILA (NZ) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",291831,14,10,"Uabasso","7","m",57.00,14,1.42.16,0.37.79,10.00," ","Cydne Evans","Byerley Park",84.60,0.00,0.00,"Rowena Smyth",57.00,0.00,63,0,0,"Approved Plates, Lugging Bit, Side Winkers, Nose Band",203711,"DON EDUARDO (NZ) 1998",227693,"ALBASSO (NZ) 2002",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",295709,16,9,"King's Secret","7","g",56.50,15,1.42.30,0.38.83,10.90," ","Bob Autridge","Matamata",124.50,0.00,0.00,"Joe Kamaruddin",52.50,4.00,58,50,0,"Approved Plates, Tongue Control Bit, Nasal Strip, Tongue Tie",278791,"INDY KING (USA) 1999",202950,"FOXY BOSS (NZ) 1998",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",315548,17,1,"My Dakota","5","m",54.50,16,1.43.89,0.39.59,20.60," ","Stephen Marsh","Cambridge",42.50,0.00,0.00,"Sam Spratt",54.50,0.00,58,0,0,"Approved Plates, Lugging Bit, Visor Blinkers",280637,"PER INCANTO (USA) 2004",207602,"APOWWOW (NZ) 1999",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202327,9,,Flat,1600,"Rating 65 Benchmark*","HAUNUI FARM 1600",10000.00,15:27:00,"N",54.00,"Unrestricted","Rating 65","unrestricted","hcp","Slow",8,"Fine",311214,18,12,"Master Genie","6","g",56.00,12,1.41.78,0.37.22,7.70," ","Louise Saunders","Pukekohe",112.50,0.00,0.00,"Darren Danis",54.00,2.00,57,0,0,"Approved Plates, Lugging Bit, Blinkers",278104,"MASTERCRAFTSMAN (IRE) 2006",222357,"JOLLY GENIE (NZ) 2001",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",331642,1,7,"Hunua Hank","4","g",58.50,5,1.41.47,0.37.41,6.50," LONG NECK","Nigel Tiley","Pukekohe",8.20,0.00,250.00,"Samantha Collett",58.50,0.00,54,0,0,"Approved Plates, Standard Bit, Blinkers",193564,"PENTIRE (GB) 1992",210165,"DEVANT (NZ) 1999",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",343486,2,5,"Wild Like","3","g",58.50,6,1.41.55,0.37.53,6.90," ","Tony Pike","Cambridge",2.90,0.00,0.00,"Ryan Elliot",58.50,0.00,54,0,0,"Approved Plates, Lugging Bit, Blinkers, Nose Band",302210,"DALGHAR (FR) 2006",237896,"LIKE ME WILD (NZ) 2003",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",328091,3,2,"Highland Dancer","4","g",58.50,10,1.42.64,0.38.38,12.90," ","Bruce Wallace & Grant Cooksley","Byerley Park",6.70,0.00,0.00,"Cameron Lammas",58.50,0.00,52,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",265282,"OCEAN PARK (NZ) 2008",223963,"JESMONDS GIFT (NZ) 2001",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",327831,4,9,"Midnight Duke (AUS)","4","g",58.50,8,1.41.76,0.37.75,8.00," ","Denise Jeffcoat","Pukekohe Park",8.40,0.00,0.00,"Trudy Thornton",58.50,0.00,51,0,0,"Approved Plates, Lugging Bit, Blinkers",274966,"DUKE OF MARMALADE (IRE) 2004",261038,"MIDNIGHT VAN DAMME (NZ) 2006",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",348259,5,12,"Reliable Friend","3","g",58.50,12,1.43.40,0.39.06,17.10," ","Rudy Liefting","Pukekohe Park",30.90,0.00,0.00,"Chris Dell",58.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Nose Band, Tongue Tie",313564,"RELIABLE MAN (GB) 2008",259725,"DONNA DIVA (NZ) 2007",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",326267,7,6,"Zenntari","4","g",58.50,1,1.40.33,0.36.25,," 4 1/2 LEN","Lesley Munro","Pukekohe Park",18.50,4.90,6250.00,"Kavish Chowdhoory",56.50,2.00,48,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Blinkers (1st time)",226925,"ZED (NZ) 2002",190062,"OUTBURST (NZ) 1996",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",350328,8,10,"My Callisto","3","g",58.50,2,1.41.15,0.37.59,4.50," 3/4 LEN","Richard Collett","Pukekohe Park",14.60,4.20,2000.00,"Andrew Calder",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",264625,"ROCK 'N' POP (AUS) 2008",287814,"PLATINUM XENA (AUS) 2009",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",339944,9,3,"Noble Stride","3","g",58.50,13,1.44.46,0.40.15,23.00," ","Shaune Ritchie","Cambridge",14.60,0.00,0.00,"Jonathan Riddell",58.50,0.00,47,0,0,"Approved Plates, Lugging Bit",285139,"SWISS ACE (AUS) 2004",226540,"MARLO WATERS (AUS) 1998",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",341570,10,8,"Cavalli Storm","3","g",58.50,9,1.41.83,0.37.77,8.40," ","Cody Cole","Matamata",32.00,0.00,0.00,"Craig Grylls",58.50,0.00,45,0,0,"Ear Covers Pre-Race, Approved Plates, Lugging Bit, Nose Band",301053,"CAPE BLANCO (IRE) 2007",280741,"MATAURI BAY (AUS) 2010",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",365127,12,13,"Teen Titan (AUS)","3","g",58.50,3,1.41.26,0.37.72,5.30," HEAD","Bob Autridge","Matamata",56.40,11.70,1000.00,"Anna Jones",58.50,0.00,45,0,0,"Approved Plates, Lugging Bit",350894,"FIORENTE (IRE) 2008",365128,"CLEARLY FOXY (USA) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",328475,13,11,"Lady Azamour","4","m",56.50,7,1.41.60,0.37.81,7.10," ","Peter & Dawn Williams","Byerley Park",7.40,0.00,0.00,"Michael Coleman",56.50,0.00,50,0,0,"Approved Plates, Lugging Bit, Side Winkers",269429,"AZAMOUR (IRE) 2001",255624,"CHASING MAMMON (AUS) 2005",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",339907,14,1,"Nicole Ashley","3","f",56.50,11,1.42.72,0.38.81,13.40," ","Murray Baker & Andrew Forsman","Cambridge",23.10,0.00,0.00,"Donavan Mansour",56.50,0.00,49,0,0,"Approved Plates, Lugging Bit, Blinkers (1st time)",300223,"ZACINTO (GB) 2006",229066,"FIORENZA (NZ) 2002",
47407,2019-06-20,2,"Pukekohe Park","Industry","Race","Counties RC","COUNTIES RC 20 JUN","Slow",8,"Fine","True | No Rain Overnight | Shower Forecast This Afternoon",202329,10,,Flat,1600,"MDN","ALF COLE MEMORIAL",10000.00,16:04:00,"N",,"Unrestricted","Maiden","unrestricted","sw","Slow",8,"Fine",324941,21,4,"Keepella Heights","5","m",56.50,4,1.41.30,0.37.09,5.50," 1 LEN","Simon Rees","Morrinsville",88.70,0.00,500.00,"Eilish McCall",52.50,4.00,45,0,0,"Approved Plates, Lugging Bit",222919,"KEEPER (AUS) 1997",223938,"SENORITA HEIGHTS (NZ) 2001",
